Filename	Vowel	Begin Time (s)	End Time (s)	Duration (ms)	IntMin	IntMinTime	IntMax	IntMaxTime	IntMean	F0 25%	F0 50%	F0 75%	F1 25%	F1 50%	F1 75%	F2 25%	F2 50%	F2 75%	F3 25%	F3 50%	F3 75%	Analyst	Date	Settings	Praat Version	OS
1401_sentences	12213	112.96833360634727	113.03765687006472	69.32326371745035	67.49351131015126	112.99353741496599	68.98639698152306	113.01849729078559	68.12115157354074	229.87094745887333	238.46627264789774	242.7574420160614	578.9901321133887	575.9141486624362	528.1283974480087	1472.121253749532	1546.2318454580557	1514.0998067195692	3116.786072452774	3334.9359515440688	3191.1876796606257	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	12202	115.42138257318156	115.45856631745289	37.18374427133142	66.64442537551855	115.44353741496599	67.68923531429878	115.43456770649804	66.76289964603855	231.73918947649747	227.63025445392623	224.44759851013671	500.4275483784118	489.2882036204135	503.4657439436743	569.7664286663584	1036.9560118323536	3288.0391936015885	3240.1657593738	3416.2799993338845	4582.168861410692	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	12208	118.53089993530992	118.65117719025001	120.2772549400919	69.43616597662935	118.61353741496599	70.44806854213857	118.59146331554551	69.91225958513843	229.8326494998272	244.15588109253798	260.3710762072935	365.26233386555646	412.9643053213428	362.8285788250491	1860.6590944587872	1840.7329508600874	1945.1031312412438	2846.957442108399	2855.5237927342846	3698.747458945344	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	12210	121.29744654315844	121.3856529130641	88.206369905663	68.73697086301422	121.36353741496599	70.10299252838372	121.3397219310267	69.69822988185199	215.92686987276505	217.57786961488856	223.11420704508618	797.9473886024282	837.7225478894313	865.4642245108041	1313.0629741277087	1422.6567088063653	1376.3162863741632	2656.034791122725	2654.6641997363663	2750.462552081917	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	22203	127.10078200961274	127.24549438823699	144.71237862424857	67.81023822982898	127.14072991319567	69.42572758302866	127.20353741496598	68.60588681548825	224.74610940641716	229.60162141494015	245.80313356451606	387.3825942070103	612.9681560856723	514.2462559850119	1000.6296089267607	843.2941865249733	1549.934713355754	3254.3961231171825	2889.4465541962304	2757.2526022308234	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	12216	130.1876854570353	130.30362970215484	115.94424511955026	69.03741179700161	130.26520531018838	69.77348763476938	130.223537414966	69.4111972960848	225.02950739896147	229.22507620749423	241.8142905854789	775.1409415863386	784.4406530270352	721.9530377676774	1368.1314345991632	1484.354596464831	1591.209405541403	2550.8279044545707	2558.9884677845907	2583.8794262296024	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	12115	132.44850911041158	132.46438818382188	15.87907341030359	61.52132833260424	132.45353741496598	61.533896379972134	132.45448989779564	61.175302972190465	245.65701590412445	243.0412907766464	239.47447703858904	210.1974103376895	284.75105094406786	331.18047087266797	2116.4329296852716	2156.2529373272455	2166.7094990402734	4081.7734595616175	4201.223646866676	4199.837972454611	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	11116	135.31872945538314	135.38144934080918	62.71988542604845	69.0051325085064	135.36353741496598	70.35321428847965	135.3391849166636	69.89488541672048	235.92952462948836	235.35012105755288	234.35763797443852	419.2589100472312	421.9435206025762	414.05576788193923	2493.413066838782	2587.9662007224624	2596.4102405573844	3001.2826457778365	3018.0649464095886	2942.2138790942995	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	21101	138.10681748078767	138.31098428666712	204.1668058794528	68.88318477278796	138.2069347576689	69.38895067166877	138.163537414966	69.17838071209678	215.26365695789255	214.16942647773317	228.24641667423768	473.8625759153939	484.02987203944093	489.42570770488373	1155.276877240427	859.8607793318537	900.5911837031888	2686.2621830635194	2941.2849320385603	2891.485586516476	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	22109	140.65048255788886	140.95502316039463	304.5406025057673	70.51372744476343	140.873537414966	72.2547918864486	140.73231337955335	71.71825878659465	228.0666298890325	224.29210523612068	223.9419772251621	490.61931100315115	494.97427653230494	481.50991833511534	897.9796952925665	881.240601371817	965.9690864489661	2834.105327272676	2934.248425109672	2785.701986296742	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	11107	143.71352644749902	143.77503323506474	61.50678756571892	70.82890749746417	143.73353741496598	71.07703817424391	143.75221116790996	70.90442197989623	251.96769680492866	258.9025127421191	264.09721041987564	489.5310968326999	528.1922671128386	537.6229522684512	2615.996634797728	2348.8003152585734	2133.360881993025	2913.8254275815398	2836.2123428640793	2642.7822561328358	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	22104	152.13015210775748	152.30726623442283	177.11412666534443	68.60303008690973	152.20747971418592	69.3430528700429	152.253537414966	69.07207540046718	220.52490480086354	216.83801530910404	216.94070065965758	464.290589216583	326.7607441051078	454.18471753634935	1220.3260353267558	470.3143659314029	1024.8058381629544	2728.5457717526865	3222.6762787433504	2930.227475142192	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
1401_sentences	12204	154.15592709044495	154.22214243326437	66.21534281941877	68.1120511376322	154.20353741496598	69.6079413820328	154.1724809261498	68.59490510739089	232.10095706500474	230.28870991094183	232.77205583069747	494.9230464418347	562.8291260082779	573.8384609600193	2035.503500493887	2031.167867852201	1959.5026841208862	2730.7953456077153	2697.109272782811	2624.8818039341395	jrm	Wed Jul 30 16:40:06 2014	Max formant: 5500 Hz, Number of formants: 4, Window length: 0.025 s	5.3.16	Linux
